"","#SHP-CRUISE","YEAR","MON","DAY","TIMEgmt","TIMEloc","LATITUDE","LONGITDE","UPPER_Z","LOWER_Z","T","GEAR","MESH","NMFS_PGC","ITIS_TSN","MOD","LIF","PSC","SEX","V","Water Strained","Original-VALUE","Orig-UNITS","VALUE-per-volu","UNITS","F1","F2","F3","F4","VALUE-per-area","UNITS__1","F1__1","F2__1","F3__1","F4__1","SCIENTIFIC NAME -[ modifiers ]-","RECORD-ID","DATASET-ID","SHIP","PROJ","INST","X__1","X__2","X__3","X__4","YY","MM","M","DD","D","Date","NPerVol"
"243","18HB-990218","1999","3","13","17.5","-99","71.47","66.442999999999998","0","0","-","127","168","2160000","3684","0","0","0","0",0.0006,"null","600","#/m3","5.9999999999999995E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Navicula septentrionalis -[ ]-","0046_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula septentrionalis","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.156508458007329
"244","18HB-990218","1999","3","13","17.5","-99","71.47","66.442999999999998","0","0","-","127","168","2160000","3695","0","0","0","0",0.00035,"null","350","#/m3","3.5E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Navicula vanhoeffenii -[ ]-","0046_0007","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula vanhoeffenii","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.136778239986738
"245","18HB-990218","1999","3","13","17.5","-99","71.47","66.442999999999998","0","0","-","127","168","2160000","5149","0","0","0","0",0.0001,"null","100","#/m3","1E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia closterium -[ ]-","0046_0008","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia closterium","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.1
"246","18HB-990218","1999","3","13","17.5","-99","71.47","66.442999999999998","0","0","-","127","168","2160000","5080","0","0","0","0",0.0001,"null","100","#/m3","1E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia longissima -[ ]-","0046_0009","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia longissima","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.1
"247","18HB-990218","1999","3","13","17.5","-99","71.47","66.442999999999998","0","0","-","127","168","2160000","2930","2","0","0","0",0.00015,"null","150","#/m3","1.4999999999999999E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0046_0010","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.110668191970032
"248","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","3436","0","0","0","0",0.0002,"null","200","#/m3","2.0000000000000001E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Achnanthes taeniata -[ ]-","0047_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Achnanthes taeniata","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.118920711500272
"249","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","4676","0","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Amphiprora hyperborea -[ ]-","0047_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Amphiprora hyperborea","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.0840896415253715
"250","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","2973","0","0","0","0",0.00115,"null","1150","#/m3","1.15E-3","#/ml","0","-2","1","-1","null","-----","-1","-1","-1","-1","Fragilaria oceanica -[ ]-","0047_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Fragilaria oceanica","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.184151160505782
"251","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","3649","2","0","0","0",0.0002,"null","200","#/m3","2.0000000000000001E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0047_0004","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.118920711500272
"252","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","3695","0","0","0","0",0.00015,"null","150","#/m3","1.4999999999999999E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Navicula vanhoeffenii -[ ]-","0047_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula vanhoeffenii","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.110668191970032
"253","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","5149","0","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia closterium -[ ]-","0047_0006","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia closterium","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.0840896415253715
"254","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","5080","0","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia longissima -[ ]-","0047_0007","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia longissima","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.0840896415253715
"255","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","2930","2","0","0","0",0.0001,"null","100","#/m3","1E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0047_0008","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.1
"256","18HB-990218","1999","3","13","22.25","-99","70.397000000000006","65.492999999999995","0","0","-","127","168","2160000","4599","0","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Pleurosigma formosum -[ ]-","0047_0009","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pleurosigma formosum","-[ ]-",1999,3,"03",13,"13","1999-03-13",0.0840896415253715
"257","18HB-990218","1999","3","14","16.5","-99","69.792000000000002","61.942999999999998","0","0","-","127","168","2160000","3649","2","0","0","0",0.0001,"null","100","#/m3","1E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0048_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,3,"03",14,"14","1999-03-14",0.1
"258","18HB-990218","1999","3","14","16.5","-99","69.792000000000002","61.942999999999998","0","0","-","127","168","2160000","2930","2","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0048_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,3,"03",14,"14","1999-03-14",0.0840896415253715
"259","18HB-990218","1999","3","14","23","-99","69.588999999999999","59.904000000000003","0","0","-","127","168","2160000","2546","2","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Coscinodiscus spp. -[ ]-","0049_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Coscinodiscus spp.","-[ ]-",1999,3,"03",14,"14","1999-03-14",0.0795270728767051
"260","18HB-990218","1999","3","14","23","-99","69.588999999999999","59.904000000000003","0","0","-","127","168","2160000","2973","0","0","0","0",0.00064,"null","640","#/m3","6.4000000000000005E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Fragilaria oceanica -[ ]-","0049_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Fragilaria oceanica","-[ ]-",1999,3,"03",14,"14","1999-03-14",0.15905414575341
"261","18HB-990218","1999","3","14","23","-99","69.588999999999999","59.904000000000003","0","0","-","127","168","2160000","3649","2","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0049_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,3,"03",14,"14","1999-03-14",0.0795270728767051
"262","18HB-990218","1999","3","14","23","-99","69.588999999999999","59.904000000000003","0","0","-","127","168","2160000","5149","0","0","0","0",0.00016,"null","160","#/m3","1.6000000000000001E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia closterium -[ ]-","0049_0004","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia closterium","-[ ]-",1999,3,"03",14,"14","1999-03-14",0.11246826503807
"263","18HB-990218","1999","3","14","23","-99","69.588999999999999","59.904000000000003","0","0","-","127","168","2160000","2930","2","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0049_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,3,"03",14,"14","1999-03-14",0.0795270728767051
"264","18HB-990218","1999","3","16","10","-99","68.811000000000007","41.487000000000002","0","0","-","127","168","2160000","4676","0","0","0","0",0.00003,"null","30","#/m3","3.0000000000000001E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Amphiprora hyperborea -[ ]-","0050_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Amphiprora hyperborea","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0740082804492285
"265","18HB-990218","1999","3","16","10","-99","68.811000000000007","41.487000000000002","0","0","-","127","168","2160000","2539","0","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Bacteriosira fragilis -[ ]-","0050_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Bacteriosira fragilis","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0880111736793393
"266","18HB-990218","1999","3","16","10","-99","68.811000000000007","41.487000000000002","0","0","-","127","168","2160000","2562","0","0","0","0",0.00003,"null","30","#/m3","3.0000000000000001E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Coscinodiscus oculus-iridis -[ ]-","0050_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Coscinodiscus oculus-iridis","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0740082804492285
"267","18HB-990218","1999","3","16","10","-99","68.811000000000007","41.487000000000002","0","0","-","127","168","2160000","2930","2","0","0","0",0.00003,"null","30","#/m3","3.0000000000000001E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0050_0004","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0740082804492285
"268","18HB-990218","1999","3","16","10","-99","68.811000000000007","41.487000000000002","0","0","-","127","168","2160000","2484","2","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Thalassiosira spp. -[ ]-","0050_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Thalassiosira spp.","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0880111736793393
"269","18HB-990218","1999","3","16","15","-99","68.980999999999995","39.308","0","0","-","127","168","2160000","4624","0","0","0","0",0.00003,"null","30","#/m3","3.0000000000000001E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Gyrosigma fasciola -[ ]-","0051_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Gyrosigma fasciola","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0740082804492285
"270","18HB-990218","1999","3","16","15","-99","68.980999999999995","39.308","0","0","-","127","168","2160000","5080","0","0","0","0",0.00003,"null","30","#/m3","3.0000000000000001E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia longissima -[ ]-","0051_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia longissima","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0740082804492285
"271","18HB-990218","1999","3","16","15","-99","68.980999999999995","39.308","0","0","-","127","168","2160000","2930","2","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0051_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0880111736793393
"272","18HB-990218","1999","3","16","15","-99","68.980999999999995","39.308","0","0","-","127","168","2160000","4594","0","0","0","0",0.00003,"null","30","#/m3","3.0000000000000001E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Pleurosigma elongatum -[ ]-","0051_0004","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pleurosigma elongatum","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0740082804492285
"273","18HB-990218","1999","3","16","15","-99","68.980999999999995","39.308","0","0","-","127","168","2160000","2496","0","0","0","0",0.00003,"null","30","#/m3","3.0000000000000001E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Thalassiosira hyalina -[ ]-","0051_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Thalassiosira hyalina","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0740082804492285
"274","18HB-990218","1999","3","16","21","-99","69.200999999999993","37.01","0","0","-","127","168","2160000","2930","2","0","0","0",0.00002,"null","20","#/m3","2.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0052_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,3,"03",16,"16","1999-03-16",0.0668740304976422
"275","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","3120","0","0","0","0",0.0003,"null","300","#/m3","2.9999999999999997E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Asterionella formosa -[ ]-","0001_0001","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Asterionella formosa","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.131607401295249
"276","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","3120","0","0","0","0",0.00017,"null","170","#/m3","1.7000000000000001E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Asterionella formosa -[ ]-","0001_0002","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Asterionella formosa","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.114185834543543
"277","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","591207","0","0","0","0",0.00024,"null","240","#/m3","2.4000000000000001E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Aulacoseira granulata -[ ]-","0001_0017","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Aulacoseira granulata","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.124466595457696
"278","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","591207","0","0","0","0",0.00011,"null","110","#/m3","1.1E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Aulacoseira granulata -[ ]-","0001_0018","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Aulacoseira granulata","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.102411368908445
"279","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","591207","0","0","0","0",0.00012,"null","120","#/m3","1.2E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Aulacoseira granulata -[ ]-","0001_0019","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Aulacoseira granulata","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.104663513939211
"280","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","2758","2","0","0","0",0.00072,"null","720","#/m3","7.2000000000000005E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Chaetoceros spp. -[ ]-","0001_0005","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Chaetoceros spp.","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.163807251762544
"281","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","2795","0","0","0","0",0.00012,"null","120","#/m3","1.2E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Chaetoceros diadema -[ ]-","0001_0003","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Chaetoceros diadema","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.104663513939211
"282","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","2841","0","0","0","0",0.00192,"null","1920","#/m3","1.92E-3","#/ml","0","-2","-2","-1","null","-----","-1","-1","-1","-1","Chaetoceros fragilis -[ ]-","0001_0004","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Chaetoceros fragilis","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.209327027878421
"283","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","2830","0","0","0","0",0.00036,"null","360","#/m3","3.6000000000000002E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Chaetoceros teres -[ ]-","0001_0006","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Chaetoceros teres","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.137744930799686
"284","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","2830","0","0","0","0",0.00028,"null","280","#/m3","2.7999999999999998E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Chaetoceros teres -[ ]-","0001_0007","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Chaetoceros teres","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.12935687276168
"285","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","2973","0","0","0","0",0.192,"null","192000","#/m3","0.192","#/ml","0","0","0","-1","null","-----","-1","-1","-1","-1","Fragilaria oceanica -[ ]-","0001_0011","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Fragilaria oceanica","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.661950183929375
"286","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","2973","0","0","0","0",0.00792,"null","7920","#/m3","7.92E-3","#/ml","0","-2","-2","-1","null","-----","-1","-1","-1","-1","Fragilaria oceanica -[ ]-","0001_0012","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Fragilaria oceanica","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.298319261605998
"287","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","2973","0","0","0","0",0.00108,"null","1080","#/m3","1.08E-3","#/ml","0","-2","-2","-1","null","-----","-1","-1","-1","-1","Fragilaria oceanica -[ ]-","0001_0013","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Fragilaria oceanica","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.181282523841406
"288","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","2294","0","0","0","0",0.00011,"null","110","#/m3","1.1E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Melosira nummuloides -[ ]-","0001_0020","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Melosira nummuloides","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.102411368908445
"289","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","2294","0","0","0","0",0.00012,"null","120","#/m3","1.2E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Melosira nummuloides -[ ]-","0001_0021","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Melosira nummuloides","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.104663513939211
"290","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","2339","0","0","0","0",0.00116,"null","1160","#/m3","1.16E-3","#/ml","0","-2","-2","-1","null","-----","-1","-1","-1","-1","Melosira varians -[ ]-","0001_0022","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Melosira varians","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.18455019027856
"291","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","3649","2","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0001_0023","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Navicula spp.","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.0880111736793393
"292","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","3695","0","0","0","0",0.01026,"null","10260","#/m3","1.026E-2","#/ml","0","-2","-2","-1","null","-----","-1","-1","-1","-1","Navicula vanhoeffenii -[ ]-","0001_0024","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Navicula vanhoeffenii","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.318263504186083
"293","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","3695","0","0","0","0",0.00044,"null","440","#/m3","4.4000000000000002E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Navicula vanhoeffenii -[ ]-","0001_0025","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Navicula vanhoeffenii","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.144831546851517
"294","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","5080","0","0","0","0",0.00018,"null","180","#/m3","1.8000000000000001E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Nitzschia longissima -[ ]-","0001_0026","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Nitzschia longissima","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.115829218528827
"295","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","5080","0","0","0","0",0.00028,"null","280","#/m3","2.7999999999999998E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Nitzschia longissima -[ ]-","0001_0027","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Nitzschia longissima","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.12935687276168
"296","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","5080","0","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Nitzschia longissima -[ ]-","0001_0028","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Nitzschia longissima","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.0880111736793393
"297","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","5093","0","0","0","0",0.00132,"null","1320","#/m3","1.32E-3","#/ml","0","-2","-2","-1","null","-----","-1","-1","-1","-1","Nitzschia seriata -[ ]-","0001_0029","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Nitzschia seriata","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.190609035066992
"298","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","5093","0","0","0","0",0.00028,"null","280","#/m3","2.7999999999999998E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Nitzschia seriata -[ ]-","0001_0030","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Nitzschia seriata","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.12935687276168
"299","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","5093","0","0","0","0",0.00018,"null","180","#/m3","1.8000000000000001E-4","#/ml","-6","-2","-2","-1","null","-----","-1","-1","-1","-1","Nitzschia seriata -[ ]-","0001_0031","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Nitzschia seriata","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.115829218528827
"300","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","2930","2","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0001_0032","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Pennales spp.","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.0880111736793393
"301","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","0","0","-","127","168","2160000","2484","2","0","0","0",0.1764,"null","176400","#/m3","0.1764","#/ml","0","1","1","-1","null","-----","-1","-1","-1","-1","Thalassiosira spp. -[ ]-","0001_0040","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Thalassiosira spp.","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.648074069840786
"302","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","7.5","7.5","-","127","168","2160000","2484","2","0","0","0",0.0151,"null","15100","#/m3","1.5100000000000001E-2","#/ml","0","1","1","-1","null","-----","-1","-1","-1","-1","Thalassiosira spp. -[ ]-","0001_0041","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Thalassiosira spp.","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.350545371206703
"303","90QA-990824","1999","8","24","18","-99","74.501000000000005","73.978999999999999","24","24","-","127","168","2160000","2484","2","0","0","0",0.0021,"null","2100","#/m3","2.0999999999999999E-3","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Thalassiosira spp. -[ ]-","0001_0042","Biological Atlas of the Arctic Seas 2000","7521","null","898","90QA9980","5A","Thalassiosira spp.","-[ ]-",1999,8,"08",24,"24","1999-08-24",0.214069514292807
